br_c,cop_c,zon_hlv,zon_mcls
D010898,D01,Z10,Z10030
D010899,D01,Z10,Z10041
D010900,D01,Z10,Z10024
D010901,D01,Z10,Z10040
D010902,D01,Z10,Z10041
D010903,D01,Z10,Z10041
D010904,D01,Z10,Z10014
D010905,D01,Z17,Z17014
D010906,D01,Z01,Z01018
D010907,D01,Z10,Z10042
D010908,D01,Z10,Z10042
D010909,D01,Z08,Z08015
D010910,D01,Z10,Z10042
D010911,D01,Z05,Z05018
D010912,D01,Z03,Z03004
D010913,D01,Z14,Z14008
D010914,D01,Z06,Z06009
D010915,D01,Z06,Z06009
D010916,D01,Z06,Z06009
D010917,D01,Z10,Z10028
D010918,D01,Z17,Z17015
D010919,D01,Z04,Z04008
D010920,D01,Z10,Z10038
D010921,D01,Z04,Z04006
D010922,D01,Z13,Z13004
D010923,D01,Z10,Z10020
D010924,D01,Z10,Z10018
D010925,D01,Z04,Z04007
D010926,D01,Z04,Z04004
D010927,D01,Z10,Z10044
D010928,D01,Z10,Z10037
D010929,D01,Z04,Z04006
D010930,D01,Z17,Z17010
D010931,D01,Z04,Z04009
D010932,D01,Z04,Z04002
D010933,D01,Z17,Z17013
D010934,D01,Z01,Z01004
D010935,D01,Z17,Z17002
D010936,D01,Z04,Z04008
D010937,D01,Z10,Z10010
D010938,D01,Z10,Z10037
D010939,D01,Z04,Z04007
D010940,D01,Z04,Z04004
D010941,D01,Z04,Z04003
D010942,D01,Z16,Z16016
D010943,D01,Z17,Z17020
D010944,D01,Z10,Z10041
D010945,D01,Z04,Z04011
D010946,D01,Z04,Z04009
D010947,D01,Z10,Z10002
D010948,D01,Z10,Z10004
D010949,D01,Z04,Z04008
D010950,D01,Z10,Z10012
D010951,D01,Z10,Z10026
D010952,D01,Z04,Z04008
D010953,D01,Z10,Z10022
D010954,D01,Z02,Z02001
D010955,D01,Z10,Z10020
D010956,D01,Z04,Z04011
D010957,D01,Z04,Z04011
D010958,D01,Z10,Z10045
D010959,D01,Z14,Z14004
D010960,D01,Z10,Z10019
D010961,D01,Z10,Z10007
D010962,D01,Z04,Z04011
D010963,D01,Z10,Z10003
D010964,D01,Z06,Z06002
D010965,D01,Z10,Z10024
D010966,D01,Z04,Z04008
D010967,D01,Z08,Z08006
D010968,D01,Z17,Z17018
D010969,D01,Z03,Z03001
D010970,D01,Z11,Z11001
D010971,D01,Z17,Z17004
D010972,D01,Z17,Z17011
D010973,D01,Z04,Z04004
D010974,D01,Z01,Z01002
D010975,D01,Z17,Z17016
D010976,D01,Z10,Z10015
D010977,D01,Z01,Z01001
D010978,D01,Z08,Z08004
D010979,D01,Z13,Z13004
D010980,D01,Z05,Z05020
D010981,D01,Z15,Z15004
D010982,D01,Z06,Z06011
D010983,D01,Z06,Z06015
D010984,D01,Z12,Z12015
D010985,D01,Z17,Z17003
D010986,D01,Z13,Z13003
D010987,D01,Z05,Z05011
D010988,D01,Z06,Z06012
D010989,D01,Z06,Z06013
D010990,D01,Z06,Z06013
D010991,D01,Z10,Z10010
D010992,D01,Z10,Z10019
D010993,D01,Z06,Z06012
D010994,D01,Z06,Z06012
D010995,D01,Z10,Z10012
D010996,D01,Z10,Z10035
D010997,D01,Z13,Z13001
D010998,D01,Z06,Z06013
D010999,D01,Z06,Z06012
D011000,D01,Z06,Z06013
D011001,D01,Z14,Z14001
D011002,D01,Z10,Z10008
D011003,D01,Z06,Z06004
D011004,D01,Z17,Z17011
D011005,D01,Z04,Z04006
D011006,D01,Z17,Z17015
D011007,D01,Z07,Z07002
D011008,D01,Z10,Z10002
D011009,D01,Z07,Z07002
D011010,D01,Z07,Z07002
D011011,D01,Z17,Z17005
D011012,D01,Z07,Z07001
D011013,D01,Z11,Z11001
D011014,D01,Z07,Z07002
D011015,D01,Z17,Z17018
D011016,D01,Z09,Z09007
D011017,D01,Z09,Z09015
D011018,D01,Z09,Z09007
D011019,D01,Z08,Z08015
D011020,D01,Z17,Z17021
D011021,D01,Z11,Z11016
D011022,D01,Z10,Z10047
D011023,D01,Z10,Z10042
D011024,D01,Z04,Z04006
D011025,D01,Z15,Z15004
D011026,D01,Z09,Z09012
D011027,D01,Z06,Z06013
D011028,D01,Z16,Z16011
D011029,D01,Z17,Z17025
D011030,D01,Z17,Z17012
D011031,D01,Z17,Z17025
D011032,D01,Z15,Z15001
D011033,D01,Z14,Z14007
D011034,D01,Z10,Z10037
D011035,D01,Z05,Z05019
D011036,D01,Z11,Z11004
D011037,D01,Z11,Z11012
D011038,D01,Z11,Z11012
D011039,D01,Z17,Z17018
D011040,D01,Z12,Z12015
D011041,D01,Z11,Z11012
D011042,D01,Z11,Z11012
D011043,D01,Z15,Z15004
D011044,D01,Z11,Z11012
D011045,D01,Z11,Z11012
D011046,D01,Z09,Z09009
D011047,D01,Z11,Z11019
D011048,D01,Z09,Z09002
D011049,D01,Z11,Z11019
D011050,D01,Z16,Z16007
D011051,D01,Z17,Z17013
D011052,D01,Z10,Z10003
D011053,D01,Z11,Z11017
D011054,D01,Z14,Z14006
D011055,D01,Z12,Z12016
D011056,D01,Z11,Z11018
D011057,D01,Z16,Z16012
D011058,D01,Z11,Z11015
D011059,D01,Z11,Z11017
D011060,D01,Z14,Z14002
D011061,D01,Z03,Z03001
D011062,D01,Z10,Z10039
D011063,D01,Z08,Z08015
D011064,D01,Z08,Z08014
D011065,D01,Z08,Z08002
D011066,D01,Z09,Z09014
D011067,D01,Z08,Z08015
D011068,D01,Z08,Z08015
D011069,D01,Z08,Z08015
D011070,D01,Z15,Z15005
D011071,D01,Z08,Z08011
D011072,D01,Z10,Z10006
D011073,D01,Z08,Z08014
D011074,D01,Z08,Z08014
D011075,D01,Z08,Z08014
D011076,D01,Z08,Z08007
D011077,D01,Z17,Z17017
D011078,D01,Z17,Z17017
D011079,D01,Z17,Z17001
D011080,D01,Z01,Z01004
D011081,D01,Z17,Z17001
D011082,D01,Z17,Z17015
D011083,D01,Z17,Z17016
D011084,D01,Z12,Z12011
D011085,D01,Z10,Z10011
D011086,D01,Z10,Z10008
D011087,D01,Z08,Z08016
D011088,D01,Z09,Z09014
D011089,D01,Z09,Z09012
D011090,D01,Z06,Z06009
D011091,D01,Z09,Z09011
D011092,D01,Z09,Z09014
D011093,D01,Z09,Z09011
D011094,D01,Z08,Z08014
D011095,D01,Z08,Z08015
D011096,D01,Z10,Z10037
D011097,D01,Z09,Z09014
D011098,D01,Z08,Z08002
D011099,D01,Z09,Z09014
D011100,D01,Z09,Z09011
D011101,D01,Z09,Z09013
D011102,D01,Z08,Z08001
D011103,D01,Z09,Z09014
D011104,D01,Z17,Z17020
D011105,D01,Z08,Z08015
D011106,D01,Z10,Z10001
D011107,D01,Z01,Z01014
D011108,D01,Z01,Z01005
D011109,D01,Z01,Z01005
D011110,D01,Z08,Z08018
D011111,D01,Z10,Z10043
D011112,D01,Z08,Z08018
D011113,D01,Z09,Z09014
D011114,D01,Z09,Z09006
D011115,D01,Z13,Z13003
D011116,D01,Z15,Z15005
D011117,D01,Z09,Z09015
D011118,D01,Z15,Z15004
D011119,D01,Z08,Z08014
D011120,D01,Z09,Z09015
D011122,D01,Z12,Z12003
D011123,D01,Z15,Z15004
D011124,D01,Z17,Z17013
D011125,D01,Z14,Z14006
D011126,D01,Z17,Z17015
D011127,D01,Z10,Z10004
D011128,D01,Z13,Z13001
D011129,D01,Z09,Z09008
D011130,D01,Z16,Z16010
D011131,D01,Z01,Z01001
D011132,D01,Z08,Z08017
D011133,D01,Z03,Z03002
D011134,D01,Z09,Z09014
D011135,D01,Z12,Z12019
D011136,D01,Z10,Z10014
D011137,D01,Z10,Z10010
D011139,D01,Z10,Z10043
D011140,D01,Z10,Z10022
D011141,D01,Z17,Z17018
D011142,D01,Z10,Z10043
D011143,D01,Z08,Z08014
D011144,D01,Z10,Z10043
D011145,D01,Z10,Z10017
D011146,D01,Z12,Z12022
D011147,D01,Z10,Z10021
D011148,D01,Z10,Z10011
D011149,D01,Z01,Z01007
D011150,D01,Z10,Z10010
D011151,D01,Z01,Z01001
D011152,D01,Z10,Z10044
D011154,D01,Z10,Z10044
D011155,D01,Z10,Z10044
D011156,D01,Z10,Z10044
D011157,D01,Z17,Z17011
D011158,D01,Z10,Z10024
D011159,D01,Z10,Z10044
D011160,D01,Z04,Z04008
D011161,D01,Z10,Z10020
D011163,D01,Z01,Z01005
D011164,D01,Z10,Z10037
D011165,D01,Z10,Z10015
D011166,D01,Z10,Z10040
D011167,D01,Z10,Z10040
D011168,D01,Z10,Z10045
D011169,D01,Z04,Z04004
D011170,D01,Z10,Z10008
D011171,D01,Z11,Z11010
D011172,D01,Z12,Z12014
D011174,D01,Z12,Z12015
D011175,D01,Z12,Z12014
D011176,D01,Z12,Z12014
D011177,D01,Z11,Z11012
D011178,D01,Z11,Z11015
D011179,D01,Z12,Z12015
D011180,D01,Z12,Z12014
D011181,D01,Z11,Z11018
D011182,D01,Z13,Z13001
D011183,D01,Z12,Z12002
D011184,D01,Z07,Z07001
D011185,D01,Z01,Z01005
D011186,D01,Z17,Z17005
D011187,D01,Z07,Z07001
D011188,D01,Z04,Z04007
D011189,D01,Z10,Z10046
D011191,D01,Z11,Z11018
D011192,D01,Z17,Z17001
D011193,D01,Z10,Z10011
D011194,D01,Z17,Z17017
D011195,D01,Z09,Z09014
D011196,D01,Z05,Z05021
D011197,D01,Z16,Z16016
D011198,D01,Z16,Z16016
D011199,D01,Z10,Z10047
D011201,D01,Z17,Z17023
D011202,D01,Z10,Z10020
D011203,D01,Z10,Z10033
D011204,D01,Z04,Z04004
D011205,D01,Z17,Z17008
D011206,D01,Z17,Z17002
D011207,D01,Z17,Z17002
D011208,D01,Z17,Z17004
D011209,D01,Z11,Z11018
D011210,D01,Z10,Z10029
D011211,D01,Z12,Z12019
D011212,D01,Z05,Z05013
D011213,D01,Z13,Z13001
D011214,D01,Z04,Z04002
D011216,D01,Z17,Z17020
D011217,D01,Z16,Z16007
D011218,D01,Z08,Z08014
D011219,D01,Z03,Z03003
D011220,D01,Z09,Z09014
D011222,D01,Z13,Z13004
D011223,D01,Z10,Z10029
D011224,D01,Z14,Z14006
D011225,D01,Z05,Z05008
D011226,D01,Z12,Z12019
D011227,D01,Z11,Z11007
D011228,D01,Z17,Z17011
D011229,D01,Z14,Z14005
D011230,D01,Z16,Z16004
D011231,D01,Z16,Z16013
D011232,D01,Z08,Z08011
D011233,D01,Z11,Z11018
D011234,D01,Z11,Z11021
D011235,D01,Z16,Z16009
D011236,D01,Z10,Z10044
D011237,D01,Z17,Z17010
D011238,D01,Z16,Z16013
D011239,D01,Z09,Z09015
D011240,D01,Z10,Z10045
D011241,D01,Z17,Z17018
D011242,D01,Z17,Z17002
D011243,D01,Z08,Z08006
D011244,D01,Z11,Z11004
D011245,D01,Z03,Z03001
D011246,D01,Z11,Z11012
D011247,D01,Z17,Z17017
D011248,D01,Z04,Z04008
D011249,D01,Z10,Z10015
D011250,D01,Z04,Z04008
D011251,D01,Z10,Z10044
D011252,D01,Z17,Z17006
D011253,D01,Z05,Z05004
D011254,D01,Z05,Z05013
D011255,D01,Z17,Z17009
D011256,D01,Z03,Z03004
D011257,D01,Z03,Z03002
D011258,D01,Z11,Z11018
D011259,D01,Z08,Z08014
D011260,D01,Z15,Z15004
D011261,D01,Z14,Z14005
D011262,D01,Z10,Z10043
D011263,D01,Z16,Z16016
D011264,D01,Z17,Z17013
D011265,D01,Z15,Z15001
D011266,D01,Z01,Z01005
D011267,D01,Z17,Z17020
D011268,D01,Z17,Z17004
D011269,D01,Z10,Z10023
D011270,D01,Z10,Z10047
D011271,D01,Z10,Z10047
D011272,D01,Z10,Z10035
D011273,D01,Z10,Z10047
D011274,D01,Z10,Z10047
D011275,D01,Z10,Z10040
D011276,D01,Z10,Z10047
D011277,D01,Z10,Z10047
D011278,D01,Z10,Z10030
D011279,D01,Z10,Z10044
D011280,D01,Z10,Z10047
D011281,D01,Z10,Z10047
D011282,D01,Z10,Z10044
D011283,D01,Z10,Z10047
D011284,D01,Z12,Z12002
D011285,D01,Z10,Z10002
D011286,D01,Z01,Z01009
D011287,D01,Z10,Z10044
D011288,D01,Z14,Z14007
D011289,D01,Z01,Z01017
D011290,D01,Z17,Z17021
D011291,D01,Z10,Z10041
D011292,D01,Z17,Z17025
D011293,D01,Z10,Z10002
D011294,D01,Z17,Z17004
D011295,D01,Z13,Z13004
D011296,D01,Z17,Z17022
D011297,D01,Z12,Z12006
D011298,D01,Z10,Z10010
D011299,D01,Z10,Z10010
D011300,D01,Z10,Z10010
D011301,D01,Z10,Z10010
D011302,D01,Z17,Z17025
D011303,D01,Z03,Z03005
D011304,D01,Z10,Z10020
D011305,D01,Z15,Z15005
D011306,D01,Z10,Z10039
D011307,D01,Z17,Z17004
D011308,D01,Z10,Z10043
D011309,D01,Z14,Z14007
D011310,D01,Z04,Z04007
D011311,D01,Z15,Z15003
D011312,D01,Z04,Z04009
D011313,D01,Z04,Z04009
D011314,D01,Z10,Z10020
D011315,D01,Z17,Z17020
D011316,D01,Z10,Z10013
D011317,D01,Z10,Z10041
D011318,D01,Z10,Z10043
D011319,D01,Z10,Z10042
D011320,D01,Z04,Z04008
D011321,D01,Z04,Z04004
D011322,D01,Z04,Z04004
D011323,D01,Z04,Z04008
D011324,D01,Z10,Z10004
D011325,D01,Z16,Z16009
D011326,D01,Z16,Z16008
D011327,D01,Z10,Z10011
D011328,D01,Z05,Z05013
D011329,D01,Z08,Z08003
D011330,D01,Z10,Z10043
D011331,D01,Z10,Z10043
D011332,D01,Z10,Z10010
D011333,D01,Z04,Z04004
D011334,D01,Z04,Z04002
D011335,D01,Z16,Z16015
D011336,D01,Z04,Z04009
D011337,D01,Z17,Z17013
D011338,D01,Z04,Z04008
D011339,D01,Z17,Z17014
D011340,D01,Z06,Z06008
D011341,D01,Z06,Z06010
D011342,D01,Z05,Z05003
D011343,D01,Z06,Z06012
D011344,D01,Z06,Z06013
D011345,D01,Z14,Z14005
D020001,D02,Z17,Z17003
D020002,D02,Z17,Z17011
D020003,D02,Z17,Z17023
D020004,D02,Z17,Z17014
D020005,D02,Z17,Z17021
D020006,D02,Z17,Z17024
D020007,D02,Z17,Z17024
D020008,D02,Z17,Z17024
D020009,D02,Z17,Z17006
D020010,D02,Z17,Z17018
D020011,D02,Z17,Z17018
D020012,D02,Z17,Z17018
D020013,D02,Z17,Z17018
D020014,D02,Z17,Z17018
D020015,D02,Z17,Z17018
D020016,D02,Z17,Z17018
D020017,D02,Z17,Z17018
D020018,D02,Z17,Z17001
D020019,D02,Z17,Z17001
D020020,D02,Z17,Z17012
D020021,D02,Z17,Z17012
D020022,D02,Z17,Z17012
D020023,D02,Z17,Z17020
D020024,D02,Z17,Z17004
D020025,D02,Z17,Z17004
D020026,D02,Z17,Z17008
D020027,D02,Z17,Z17008
D020028,D02,Z17,Z17005
D020029,D02,Z10,Z10010
D020030,D02,Z10,Z10003
D020031,D02,Z10,Z10007
D020032,D02,Z10,Z10007
D020033,D02,Z10,Z10007
D020034,D02,Z10,Z10017
D020035,D02,Z10,Z10017
D020036,D02,Z10,Z10028
D020037,D02,Z10,Z10024
D020038,D02,Z10,Z10024
D020039,D02,Z10,Z10026
D020040,D02,Z10,Z10025
D020041,D02,Z10,Z10009
D020042,D02,Z10,Z10009
D020043,D02,Z10,Z10020
D020044,D02,Z10,Z10023
D020045,D02,Z10,Z10021
D020046,D02,Z10,Z10020
D020047,D02,Z10,Z10023
D020048,D02,Z10,Z10039
D020049,D02,Z10,Z10037
D020050,D02,Z10,Z10037
D020051,D02,Z10,Z10039
D020052,D02,Z10,Z10042
D020053,D02,Z10,Z10044
D020054,D02,Z10,Z10044
D020055,D02,Z10,Z10044
D020056,D02,Z10,Z10035
D020057,D02,Z10,Z10035
D020058,D02,Z10,Z10035
D020059,D02,Z10,Z10035
D020060,D02,Z10,Z10035
D020061,D02,Z10,Z10047
D020062,D02,Z10,Z10047
D020063,D02,Z10,Z10047
D020064,D02,Z04,Z04004
D020065,D02,Z04,Z04004
D020066,D02,Z04,Z04006
D020067,D02,Z04,Z04011
D020068,D02,Z04,Z04011
D020069,D02,Z10,Z10043
D020070,D02,Z04,Z04008
D020071,D02,Z01,Z01005
D020072,D02,Z01,Z01005
D020073,D02,Z01,Z01002
D020074,D02,Z01,Z01014
D020075,D02,Z01,Z01014
D020076,D02,Z01,Z01008
D020077,D02,Z01,Z01001
D020078,D02,Z01,Z01001
D020079,D02,Z01,Z01001
D020080,D02,Z01,Z01012
D020081,D02,Z01,Z01003
D020082,D02,Z01,Z01003
D020083,D02,Z01,Z01018
D020084,D02,Z09,Z09015
D020085,D02,Z09,Z09006
D020086,D02,Z09,Z09006
D020087,D02,Z09,Z09014
D020088,D02,Z09,Z09013
D020089,D02,Z09,Z09013
D020090,D02,Z09,Z09012
D020091,D02,Z09,Z09012
D020092,D02,Z09,Z09005
D020093,D02,Z09,Z09005
D020094,D02,Z02,Z02001
D020095,D02,Z02,Z02001
D020096,D02,Z08,Z08015
D020097,D02,Z08,Z08011
D020098,D02,Z08,Z08011
D020099,D02,Z08,Z08011
D020100,D02,Z08,Z08011
D020101,D02,Z08,Z08018
D020102,D02,Z08,Z08002
D020103,D02,Z08,Z08004
D020104,D02,Z08,Z08007
D020105,D02,Z15,Z15004
D020106,D02,Z15,Z15004
D020107,D02,Z15,Z15002
D020108,D02,Z15,Z15005
D020109,D02,Z15,Z15005
D020110,D02,Z15,Z15003
D020111,D02,Z15,Z15003
D020112,D02,Z12,Z12009
D020113,D02,Z12,Z12002
D020114,D02,Z12,Z12002
D020115,D02,Z12,Z12022
D020116,D02,Z12,Z12010
D020117,D02,Z12,Z12014
D020118,D02,Z12,Z12017
D020119,D02,Z12,Z12017
D020120,D02,Z12,Z12017
D020121,D02,Z12,Z12016
D020122,D02,Z12,Z12016
D020123,D02,Z12,Z12006
D020124,D02,Z12,Z12019
D020125,D02,Z12,Z12019
D020126,D02,Z12,Z12019
D020127,D02,Z12,Z12021
D020128,D02,Z12,Z12021
D020129,D02,Z12,Z12013
D020130,D02,Z12,Z12013
D020131,D02,Z12,Z12013
D020132,D02,Z14,Z14004
D020133,D02,Z14,Z14004
D020134,D02,Z14,Z14006
D020135,D02,Z14,Z14006
D020136,D02,Z14,Z14007
D020137,D02,Z14,Z14001
D020138,D02,Z14,Z14001
D020139,D02,Z14,Z14002
D020140,D02,Z14,Z14003
D020141,D02,Z14,Z14003
D020142,D02,Z03,Z03003
D020143,D02,Z03,Z03003
D020144,D02,Z03,Z03003
D020145,D02,Z03,Z03005
D020146,D02,Z03,Z03005
D020147,D02,Z03,Z03001
D020148,D02,Z16,Z16002
D020149,D02,Z16,Z16008
D020150,D02,Z16,Z16008
D020151,D02,Z16,Z16008
D020152,D02,Z16,Z16001
D020153,D02,Z16,Z16001
D020154,D02,Z16,Z16009
D020155,D02,Z16,Z16009
D020156,D02,Z16,Z16009
D020157,D02,Z16,Z16007
D020158,D02,Z16,Z16007
D020159,D02,Z16,Z16006
D020160,D02,Z16,Z16006
D020161,D02,Z16,Z16006
D020162,D02,Z16,Z16016
D020163,D02,Z16,Z16016
D020164,D02,Z16,Z16016
D020165,D02,Z16,Z16016
D020166,D02,Z16,Z16005
D020167,D02,Z16,Z16015
D020168,D02,Z16,Z16015
D020169,D02,Z16,Z16015
D020170,D02,Z16,Z16014
D020171,D02,Z11,Z11023
D020172,D02,Z11,Z11002
D020173,D02,Z11,Z11013
D020174,D02,Z11,Z11010
D020175,D02,Z11,Z11004
D020176,D02,Z11,Z11018
D020177,D02,Z11,Z11017
D020178,D02,Z11,Z11015
D020179,D02,Z11,Z11022
D020180,D02,Z11,Z11022
D020181,D02,Z11,Z11022
D020182,D02,Z11,Z11011
D020183,D02,Z11,Z11012
D020184,D02,Z11,Z11020
D020185,D02,Z11,Z11020
D020186,D02,Z07,Z07002
D020187,D02,Z06,Z06002
D020188,D02,Z06,Z06002
D020189,D02,Z06,Z06009
D020190,D02,Z06,Z06009
D020191,D02,Z06,Z06009
D020192,D02,Z06,Z06009
D020193,D02,Z06,Z06012
D020194,D02,Z06,Z06012
D020195,D02,Z06,Z06004
D020196,D02,Z05,Z05014
D020197,D02,Z05,Z05014
D020198,D02,Z05,Z05003
D020199,D02,Z05,Z05003
D020200,D02,Z05,Z05003
D020201,D02,Z05,Z05009
D020202,D02,Z05,Z05008
D020203,D02,Z05,Z05008
D020204,D02,Z13,Z13004
D020205,D02,Z13,Z13004
D020206,D02,Z13,Z13003
D020207,D02,Z13,Z13005
D020208,D02,Z13,Z13001
D020209,D02,Z13,Z13001
D020210,D02,Z13,Z13001
D020211,D02,Z13,Z13001
D020212,D02,Z13,Z13001
D020213,D02,Z13,Z13001
D020214,D02,Z07,Z07002
D020215,D02,Z07,Z07002
D020216,D02,Z07,Z07002
D020217,D02,Z07,Z07002
D020218,D02,Z07,Z07001
D020219,D02,Z17,Z17024
D020220,D02,Z17,Z17024
D020221,D02,Z17,Z17023
D020222,D02,Z17,Z17023
D020223,D02,Z17,Z17014
D020224,D02,Z17,Z17014
D020225,D02,Z17,Z17013
D020226,D02,Z17,Z17013
D020227,D02,Z17,Z17013
D020228,D02,Z17,Z17022
D020229,D02,Z17,Z17025
D020230,D02,Z17,Z17010
D020231,D02,Z17,Z17002
D020232,D02,Z17,Z17001
D020233,D02,Z17,Z17015
D020234,D02,Z17,Z17015
D020235,D02,Z17,Z17018
D020236,D02,Z17,Z17018
D020237,D02,Z17,Z17018
D020238,D02,Z17,Z17018
D020239,D02,Z17,Z17018
D020240,D02,Z17,Z17021
D020241,D02,Z17,Z17006
D020242,D02,Z17,Z17006
D020243,D02,Z17,Z17020
D020244,D02,Z17,Z17020
D020245,D02,Z17,Z17020
D020246,D02,Z17,Z17020
D020247,D02,Z17,Z17020
D020248,D02,Z17,Z17005
D020249,D02,Z17,Z17005
D020250,D02,Z17,Z17005
D020251,D02,Z17,Z17005
D020252,D02,Z17,Z17007
D020253,D02,Z17,Z17008
D020254,D02,Z17,Z17012
D020255,D02,Z17,Z17004
D020256,D02,Z17,Z17004
D020257,D02,Z17,Z17004
D020258,D02,Z17,Z17019
D020259,D02,Z01,Z01005
D020260,D02,Z01,Z01018
D020261,D02,Z01,Z01010
D020262,D02,Z01,Z01007
D020263,D02,Z15,Z15005
D020264,D02,Z15,Z15003
D020265,D02,Z15,Z15003
D020266,D02,Z15,Z15003
D020267,D02,Z15,Z15004
D020268,D02,Z15,Z15004
D020269,D02,Z15,Z15004
D020270,D02,Z08,Z08004
D020271,D02,Z08,Z08004
D020272,D02,Z08,Z08008
D020273,D02,Z08,Z08015
D020274,D02,Z08,Z08015
D020275,D02,Z08,Z08011
D020276,D02,Z02,Z02001
D020277,D02,Z08,Z08012
D020278,D02,Z10,Z10021
D020279,D02,Z08,Z08006
D020280,D02,Z08,Z08009
D020281,D02,Z09,Z09011
D020282,D02,Z09,Z09014
D020283,D02,Z09,Z09014
D020284,D02,Z09,Z09013
D020285,D02,Z09,Z09001
D020286,D02,Z09,Z09015
D020287,D02,Z09,Z09015
D020288,D02,Z09,Z09015
D020289,D02,Z09,Z09015
D020290,D02,Z09,Z09002
D020291,D02,Z04,Z04004
D020292,D02,Z04,Z04004
D020293,D02,Z04,Z04009
D020294,D02,Z04,Z04009
D020295,D02,Z04,Z04002
D020296,D02,Z10,Z10004
D020297,D02,Z10,Z10002
D020298,D02,Z10,Z10002
D020299,D02,Z10,Z10043
D020300,D02,Z10,Z10006
D020301,D02,Z10,Z10025
D020302,D02,Z10,Z10022
D020303,D02,Z10,Z10023
D020304,D02,Z10,Z10023
D020305,D02,Z10,Z10023
D020306,D02,Z10,Z10047
D020307,D02,Z10,Z10037
D020308,D02,Z10,Z10037
D020309,D02,Z10,Z10035
D020310,D02,Z10,Z10044
D020311,D02,Z10,Z10044
D020312,D02,Z10,Z10027
D020313,D02,Z10,Z10019
D020314,D02,Z10,Z10017
D020315,D02,Z13,Z13004
D020316,D02,Z13,Z13003
D020317,D02,Z13,Z13005
D020318,D02,Z13,Z13005
D020319,D02,Z13,Z13005
D020320,D02,Z13,Z13001
D020321,D02,Z13,Z13001
D020322,D02,Z05,Z05014
D020323,D02,Z05,Z05006
D020324,D02,Z05,Z05008
D020325,D02,Z05,Z05008
D020326,D02,Z05,Z05008
D020327,D02,Z17,Z17018
D020328,D02,Z05,Z05011
D020329,D02,Z05,Z05011
D020330,D02,Z05,Z05013
D020331,D02,Z05,Z05013
D020332,D02,Z05,Z05013
D020333,D02,Z06,Z06013
D020334,D02,Z06,Z06013
D020335,D02,Z06,Z06012
D020336,D02,Z06,Z06012
D020337,D02,Z06,Z06012
D020338,D02,Z06,Z06002
D020339,D02,Z06,Z06002
D020340,D02,Z06,Z06003
D020341,D02,Z16,Z16005
D020342,D02,Z16,Z16005
D020343,D02,Z16,Z16006
D020344,D02,Z16,Z16002
D020345,D02,Z16,Z16002
D020346,D02,Z16,Z16013
D020347,D02,Z16,Z16013
D020348,D02,Z16,Z16016
D020349,D02,Z16,Z16016
D020350,D02,Z16,Z16007
D020351,D02,Z16,Z16008
D020352,D02,Z16,Z16008
D020353,D02,Z16,Z16009
D020354,D02,Z16,Z16009
D020355,D02,Z16,Z16003
D020356,D02,Z11,Z11004
D020357,D02,Z11,Z11004
D020358,D02,Z11,Z11004
D020359,D02,Z11,Z11004
D020360,D02,Z11,Z11010
D020361,D02,Z11,Z11016
D020362,D02,Z11,Z11016
D020363,D02,Z11,Z11015
D020364,D02,Z11,Z11015
D020365,D02,Z11,Z11015
D020366,D02,Z11,Z11022
D020367,D02,Z11,Z11003
D020368,D02,Z11,Z11018
D020369,D02,Z11,Z11017
D020370,D02,Z11,Z11017
D020371,D02,Z11,Z11017
D020372,D02,Z11,Z11019
D020373,D02,Z11,Z11019
D020374,D02,Z11,Z11019
D020375,D02,Z11,Z11019
D020376,D02,Z11,Z11020
D020377,D02,Z11,Z11001
D020378,D02,Z11,Z11001
D020379,D02,Z11,Z11012
D020380,D02,Z11,Z11012
D020381,D02,Z11,Z11009
D020382,D02,Z11,Z11009
D020383,D02,Z11,Z11021
D020384,D02,Z11,Z11005
D020385,D02,Z11,Z11023
D020386,D02,Z03,Z03001
D020387,D02,Z03,Z03001
D020388,D02,Z03,Z03005
D020389,D02,Z03,Z03005
D020390,D02,Z03,Z03002
D020391,D02,Z03,Z03003
D020392,D02,Z07,Z07002
D020393,D02,Z07,Z07002
D020394,D02,Z07,Z07002
D020395,D02,Z07,Z07001
D020396,D02,Z07,Z07001
D020397,D02,Z07,Z07001
D020398,D02,Z14,Z14004
D020399,D02,Z14,Z14004
D020400,D02,Z14,Z14005
D020401,D02,Z14,Z14002
D020402,D02,Z14,Z14002
D020403,D02,Z14,Z14002
D020404,D02,Z14,Z14002
D020405,D02,Z14,Z14007
D020406,D02,Z14,Z14007
D020407,D02,Z14,Z14003
D020408,D02,Z12,Z12013
D020409,D02,Z12,Z12019
D020410,D02,Z12,Z12019
D020411,D02,Z12,Z12019
D020412,D02,Z12,Z12021
D020413,D02,Z12,Z12021
D020414,D02,Z12,Z12002
D020415,D02,Z12,Z12017
D020416,D02,Z12,Z12017
D020417,D02,Z12,Z12017
D020418,D02,Z12,Z12017
D020419,D02,Z12,Z12014
D020420,D02,Z12,Z12014
D020421,D02,Z12,Z12014
D020422,D02,Z12,Z12015
D020423,D02,Z12,Z12015
D020428,D02,Z17,Z17021
D020429,D02,Z10,Z10038
D020430,D02,Z03,Z03004
D020431,D02,Z17,Z17014
D020432,D02,Z17,Z17013
D020433,D02,Z17,Z17021
D020434,D02,Z17,Z17016
D020435,D02,Z17,Z17015
D020436,D02,Z17,Z17015
D020437,D02,Z17,Z17020
D020438,D02,Z17,Z17005
